ID;Name;Longitude_WGS84;Latitude_WGS84;NameOfStation;Line;LittleFunctionalBPAAmount;BPAAmount;RepairOfEscalators
694;Сокольники, выход 2 из вестибюля;37.6799101;55.7893005;Сокольники;Сокольническая линия;;;
695;Преображенская площадь, вход-выход 1 в южный вестибюль;37.7138546;55.7963262;Преображенская площадь;Сокольническая линия;5;5;
696;Преображенская площадь, вход-выход 2 в южный вестибюль;37.7135247;55.7962682;Преображенская площадь;Сокольническая линия;5;5;
397;Белорусская, вход-выход 2 в восточный (новый) вестибюль;37.58613;55.777624;Белорусская;Кольцевая линия;7;7;
399;Добрынинская, выход из вестибюля;37.6227317;55.7289465;Добрынинская;Кольцевая линия;;;
402;Комсомольская, вход 1 с Ярославского вокзала;37.6570166;55.7775029;Комсомольская;Кольцевая линия;8;8;02.04.2018-24.05.2018
405;Комсомольская, выход из вестибюля;37.6562598;55.7762417;Комсомольская;Кольцевая линия;;;02.04.2018-24.05.2018
410;Комсомольская, вход 7 в вестибюль;37.6565984;55.7750909;Комсомольская;Кольцевая линия;8;8;
412;Краснопресненская, выход из вестибюля;37.5771948;55.7602789;Краснопресненская;Кольцевая линия;;;
413;Парк культуры, вход в вестибюль;37.5933011;55.7350748;Парк культуры;Кольцевая линия;3;3;
414;Парк культуры, выход из вестибюля;37.5931558;55.7353431;Парк культуры;Кольцевая линия;;;
849;Фили, выход 3 из восточного вестибюля;37.515807;55.745419;Фили;Филёвская линия;;;
851;Фили, выход 1 из западного вестибюля;37.513817;55.746817;Фили;Филёвская линия;;;
852;Фили, выход 2 из западного вестибюля;37.51408;55.746908;Фили;Филёвская линия;;;
854;Смоленская, выход 2 из вестибюля;37.5818407;55.7490401;Смоленская;Филёвская линия;;;
858;Александровский сад, вход-выход 3 в подземный вестибюль (к кассам);37.611553;55.7522387;Александровский сад;Филёвская линия;3;3;
862;Арбатская, выход из вестибюля;37.6014064;55.7521403;Арбатская;Филёвская линия;;;
870;Выставочная, вход-выход 1 в вестибюль со стороны моста Багратион;37.543971;55.748092;Выставочная;Филёвская линия;2;2;
873;Выставочная, выход 2 в вестибюль со стороны Экспоцентра;37.542796;55.750071;Выставочная;Филёвская линия;6;6;02.04.2018-17.05.2018
154;Автозаводская, вход в южный вестибюль;37.6573197;55.7064354;Автозаводская;Замоскворецкая линия;4;4;
197;Алма-Атинская, выход из южного вестибюля;37.7654095;55.6335934;Алма-Атинская;Замоскворецкая линия;;;
614;Алтуфьево, вход-выход 3 в северный вестибюль;37.5864266;55.8992238;Алтуфьево;Серпуховско-Тимирязевская линия;5;5;
608;Алтуфьево, вход-выход 1 в южный вестибюль;37.5865178;55.8967211;Алтуфьево;Серпуховско-Тимирязевская линия;6;6;
610;Алтуфьево, вход-выход 3 в южный вестибюль;37.5877138;55.8970019;Алтуфьево;Серпуховско-Тимирязевская линия;6;6;
613;Алтуфьево, вход-выход 2 в северный вестибюль;37.5878484;55.898762;Алтуфьево;Серпуховско-Тимирязевская линия;5;5;
505;Аннино, вход-выход 1 в северный вестибюль;37.5966171;55.5838306;Аннино;Серпуховско-Тимирязевская линия;5;5;
856;Александровский сад, вход-выход 1 в подземный вестибюль;37.610305;55.7519886;Александровский сад;Филёвская линия;3;3;
860;Александровский сад, вход-выход 5 в подземный вестибюль (в Александровский сад);37.6123922;55.7518779;Александровский сад;Филёвская линия;3;3;
859;Александровский сад, вход-выход 4 в подземный вестибюль;37.6106381;55.7525264;Александровский сад;Филёвская линия;3;3;
346;Алексеевская, вход в вестибюль;37.6385402;55.8079292;Алексеевская;Калужско-Рижская линия;5;5;
504;Аннино, вход-выход в южный вестибюль;37.5962094;55.5814637;Аннино;Серпуховско-Тимирязевская линия;1;1;
62;Арбатская (Арбатско-Покровская линия), вход-выход в вестибюль;37.603279;55.752386;Арбатская;Арбатско-Покровская линия;5;5;
861;Арбатская, вход 2 в вестибюль;37.6016349;55.7521203;Арбатская;Филёвская линия;4;4;
123;Аэропорт, вход-выход 4 в северный вестибюль;37.53058;55.80044;Аэропорт;Замоскворецкая линия;4;4;
121;Аэропорт, вход 1 в северный вестибюль;37.5319322;55.8010499;Аэропорт;Замоскворецкая линия;4;4;
119;Аэропорт, вход в южный вестибюль;37.5343722;55.799983;Аэропорт;Замоскворецкая линия;3;3;
124;Аэропорт, вход-выход 3 в северный вестибюль;37.5318511;55.8013396;Аэропорт;Замоскворецкая линия;4;4;
364;Бабушкинская, вход-выход 1 в южный вестибюль;37.6633714;55.868764;Бабушкинская;Калужско-Рижская линия;4;4;16.04.2018-07.06.2018
366;Бабушкинская, вход-выход 1 в северный вестибюль;37.6642327;55.8704586;Бабушкинская;Калужско-Рижская линия;4;4;
368;Бабушкинская, вход-выход 3 в северный вестибюль;37.6650695;55.870296;Бабушкинская;Калужско-Рижская линия;4;4;
845;Багратионовская, вход-выход в западный вестибюль;37.497393;55.74366;Багратионовская;Филёвская линия;3;3;
845;Багратионовская, вход-выход в западный вестибюль;37.497393;55.74366;Багратионовская;Филёвская линия;3;3;
846;Багратионовская, вход-выход в восточный вестибюль;37.498136;55.743873;Багратионовская;Филёвская линия;4;4;
777;Баррикадная, вход в вестибюль;37.581254;55.760671;Баррикадная;Таганско-Краснопресненская линия;3;3;
156;Автозаводская, вход-выход 1 в северный вестибюль;37.6573731;55.7085971;Автозаводская;Замоскворецкая линия;3;3;
157;Автозаводская, вход-выход 2 в северный вестибюль;37.6582104;55.7084422;Автозаводская;Замоскворецкая линия;3;3;
300;Академическая, вход-выход 1 в южный вестибюль;37.572374;55.6871598;Академическая;Калужско-Рижская линия;1;1;
302;Академическая, вход-выход 3 в южный вестибюль;37.5730611;55.6869507;Академическая;Калужско-Рижская линия;1;1;
304;Академическая, вход-выход 1 в северный вестибюль;37.5739375;55.6886305;Академическая;Калужско-Рижская линия;3;3;
307;Академическая, вход-выход 4 в северный вестибюль;37.5745675;55.6883706;Академическая;Калужско-Рижская линия;3;3;
857;Александровский сад, вход-выход 2 в подземный вестибюль;37.6101956;55.7522365;Александровский сад;Филёвская линия;3;3;
195;Алма-Атинская, вход-выход в северный вестибюль;37.7668521;55.6321187;Алма-Атинская;Замоскворецкая линия;4;4;
733;Лермонтовский проспект, вход-выход 3 во 2-й вестибюль;37.8531582;55.6998796;Лермонтовский проспект;Таганско-Краснопресненская линия;3;3;
734;Лермонтовский проспект, вход-выход 4 во 2-й вестибюль;37.8535665;55.6996757;Лермонтовский проспект;Таганско-Краснопресненская линия;3;3;
736;Кузьминки, вход-выход 2 в восточный вестибюль;37.7673191;55.705595;Кузьминки;Таганско-Краснопресненская линия;5;5;
737;Кузьминки, вход-выход 3 в восточный вестибюль;37.766992;55.704878;Кузьминки;Таганско-Краснопресненская линия;5;5;
739;Кузьминки, вход-выход 1 в западный вестибюль;37.7644433;55.705971;Кузьминки;Таганско-Краснопресненская линия;3;3;
742;Кузьминки, вход-выход 4 в западный вестибюль;37.764105;55.705253;Кузьминки;Таганско-Краснопресненская линия;3;3;
744;Текстильщики, вход-выход 2 в западный вестибюль;37.729567;55.708417;Текстильщики;Таганско-Краснопресненская линия;5;5;
745;Текстильщики, вход-выход 3 в западный вестибюль;37.7293094;55.7084281;Текстильщики;Таганско-Краснопресненская линия;5;5;
753;Выхино, вход-выход 3 в вестибюль;37.8183355;55.7160789;Выхино;Таганско-Краснопресненская линия;13;13;
760;Рязанский проспект, выход из восточного вестибюля;37.7938917;55.71767244;Рязанский проспект;Таганско-Краснопресненская линия;;4;
762;Волгоградский проспект, вход-выход 1 в западный вестибюль;37.685442;55.725542;Волгоградский проспект;Таганско-Краснопресненская линия;5;5;
819;Тушинская, вход-выход 3 во 2-й вестибюль;37.4380056;55.8277837;Тушинская;Таганско-Краснопресненская линия;4;4;02.06.2018-09.06.2018
831;Планерная, выход 1 из вестибюля;37.4369805;55.8595892;Планерная;Таганско-Краснопресненская линия;;;
832;Планерная, вход во 2-й вестибюль;37.4359691;55.8617814;Планерная;Таганско-Краснопресненская линия;4;4;
848;Фили, выход 2 из восточного вестибюля;37.515541;55.74534;Фили;Филёвская линия;;;
754;Выхино, вход-выход 4 в вестибюль;37.8178371;55.7162301;Выхино;Таганско-Краснопресненская линия;13;13;
755;Выхино, вход-выход 5 в вестибюль;37.8170054;55.7160518;Выхино;Таганско-Краснопресненская линия;13;13;
758;Рязанский проспект, выход из западного вестибюля;37.7928231;55.7162199;Рязанский проспект;Таганско-Краснопресненская линия;;;
67;Бауманская, вход в вестибюль;37.678778;55.772359;Бауманская;Арбатско-Покровская линия;2;2;
443;Братиславская, вход-выход 1 в южный вестибюль;37.7496881;55.6592742;Братиславская;Люблинско-Дмитровская линия;5;5;
445;Братиславская, вход-выход 3 в южный вестибюль;37.7489423;55.6587008;Братиславская;Люблинско-Дмитровская линия;5;5;
208;Авиамоторная, вход-выход 5 в вестибюль;37.7164033;55.7515696;Авиамоторная;Калининская линия;4;4;
207;Авиамоторная, вход-выход 4 в вестибюль;37.7163711;55.7516802;Авиамоторная;Калининская линия;4;4;
205;Авиамоторная, вход-выход 2 в вестибюль;37.7167999;55.7519564;Авиамоторная;Калининская линия;4;4;
209;Авиамоторная, вход-выход 6 в вестибюль;37.7166177;55.7512426;Авиамоторная;Калининская линия;4;4;
204;Авиамоторная, вход-выход 1 в вестибюль;37.7170683;55.7523119;Авиамоторная;Калининская линия;4;4;
206;Авиамоторная, вход-выход 3 в вестибюль;37.7174791;55.7519341;Авиамоторная;Калининская линия;4;4;
210;Авиамоторная, вход-выход 7 в вестибюль;37.7175141;55.7509368;Авиамоторная;Калининская линия;4;4;
211;Авиамоторная, вход-выход 8 в вестибюль;37.717731;55.7509721;Авиамоторная;Калининская линия;4;4;
212;Авиамоторная, вход-выход 9 в вестибюль;37.7178218;55.7510688;Авиамоторная;Калининская линия;4;4;
764;Волгоградский проспект, вход-выход 2 в западный вестибюль;37.6878151;55.7246062;Волгоградский проспект;Таганско-Краснопресненская линия;4;4;
766;Пролетарская, вход-выход 2 в западный вестибюль;37.6640628;55.7316821;Пролетарская;Таганско-Краснопресненская линия;4;4;
767;Пролетарская, вход-выход 3 в западный вестибюль;37.6642394;55.7315311;Пролетарская;Таганско-Краснопресненская линия;4;4;
768;Пролетарская, вход-выход 4 в западный вестибюль;37.664315;55.7314431;Пролетарская;Таганско-Краснопресненская линия;4;4;
778;Баррикадная, выход из вестибюля;37.5814844;55.7607315;Баррикадная;Таганско-Краснопресненская линия;;;
780;Кузнецкий мост, выход из вестибюля;37.6241715;55.7614737;Кузнецкий мост;Таганско-Краснопресненская линия;;;
783;Улица 1905 года, выход 1 из вестибюля;37.5624294;55.7639585;Улица 1905 года;Таганско-Краснопресненская линия;;;
793;Беговая, вход-выход 2 в 1-й вестибюль;37.548946;55.7730204;Беговая;Таганско-Краснопресненская линия;2;2;
818;Тушинская, вход-выход 2 во 2-й вестибюль;37.4370025;55.8274301;Тушинская;Таганско-Краснопресненская линия;4;4;
874;Спартак, вход-выход 1 в южный вестибюль;37.43463;55.8174959;Спартак;Таганско-Краснопресненская линия;5;5;
875;Спартак, вход-выход 2 в южный вестибюль;37.4340509;55.8175469;Спартак;Таганско-Краснопресненская линия;5;5;
876;Спартак, вход-выход 3 в южный вестибюль;37.4339862;55.8171942;Спартак;Таганско-Краснопресненская линия;5;5;
877;Спартак, вход-выход 4 в южный вестибюль;37.4345598;55.8171574;Спартак;Таганско-Краснопресненская линия;5;5;
878;Спартак, вход в северный вестибюль;37.4355097;55.8195532;Спартак;Таганско-Краснопресненская линия;4;4;
879;Спартак, выход из северного вестибюля;37.4352894;55.819532;Спартак;Таганско-Краснопресненская линия;4;4;
880;Тропарёво, вход-выход 1 в 1 вестибюль;37.4735129;55.6461425;Тропарёво;Сокольническая линия;4;4;
881;Тропарёво, вход-выход 2 в 1 вестибюль;37.474398;55.6465539;Тропарёво;Сокольническая линия;4;4;
882;Тропарёво, вход-выход 1 во 2 вестибюль;37.4717578;55.6453196;Тропарёво;Сокольническая линия;4;4;
883;Тропарёво, вход-выход 2 во 2 вестибюль;37.4709532;55.6449484;Тропарёво;Сокольническая линия;4;4;
884;Тропарёво, вход-выход 3 во 2 вестибюль;37.4721169;55.6450545;Тропарёво;Сокольническая линия;4;4;
885;Тропарёво, вход-выход 4 во 2 вестибюль;37.4713839;55.6447182;Тропарёво;Сокольническая линия;4;4;
886;Тропарёво, вход-выход 5 во 2 вестибюль;37.4727678;55.64455;Тропарёво;Сокольническая линия;4;4;
887;Тропарёво, вход-выход 6 во 2 вестибюль;37.472059;55.6442227;Тропарёво;Сокольническая линия;4;4;
888;Пушкинская, вход-выход 5 в совмещенный вестибюль;37.6054893;55.7650181;Пушкинская;Таганско-Краснопресненская линия;5;5;
889;Пушкинская, вход-выход 6 в совмещенный вестибюль;37.6054464;55.7642656;Пушкинская;Таганско-Краснопресненская линия;5;5;
890;Пушкинская, вход-выход 7 в совмещенный вестибюль;37.6057429;55.7642336;Пушкинская;Таганско-Краснопресненская линия;5;5;
891;Пушкинская, вход-выход 8 в совмещенный вестибюль;37.6062287;55.7649524;Пушкинская;Таганско-Краснопресненская линия;5;5;
892;Пушкинская, вход-выход 9 в совмещенный вестибюль;37.6066843;55.7651792;Пушкинская;Таганско-Краснопресненская линия;5;5;
901;Котельники, вход-выход 1 в 1-й вестибюль;37.8563054;55.6753333;Котельники;Таганско-Краснопресненская линия;5;5;
902;Котельники, вход-выход 2 в 1-й вестибюль;37.8564195;55.6748635;Котельники;Таганско-Краснопресненская линия;5;5;
903;Котельники, вход-выход 3 в 1-й вестибюль;37.856882;55.6746393;Котельники;Таганско-Краснопресненская линия;5;5;
904;Котельники, вход-выход 4 в 1-й вестибюль;37.8576946;55.6761333;Котельники;Таганско-Краснопресненская линия;5;5;
905;Котельники, вход-выход 5 в 1-й вестибюль;37858;55.6769;Котельники;Таганско-Краснопресненская линия;5;5;
906;Котельники, вход-выход 1 во 2-й вестибюль;37.8587337;55.6737847;Котельники;Таганско-Краснопресненская линия;6;6;
907;Котельники, вход-выход 2 во 2-й вестибюль;37.8592766;55.6735212;Котельники;Таганско-Краснопресненская линия;6;6;
911;Спортивная, выход из северного вестибюля;37.5655148;55.7239984;Спортивная;Сокольническая линия;6;6;
912;Кропоткинская, выход из южного вестибюля;37.6016736;55.7450636;Кропоткинская;Сокольническая линия;4;4;
913;Бульвар Дмитрия Донского, вход-выход 5 в южный вестибюль;37.5750339;55.568379;Бульвар Дмитрия Донского;Серпуховско-Тимирязевская линия;6;6;
914;Чертановская, вход-выход 6 в северный вестибюль;37.6059598;55.6403445;Чертановская;Серпуховско-Тимирязевская линия;5;5;
915;Нагорная, вход-выход 3 в вестибюль;37.611284;55.6729745;Нагорная;Серпуховско-Тимирязевская линия;4;4;
916;Тимирязевская, вход-выход 6 в вестибюль;37.5762248;55.8193496;Тимирязевская;Серпуховско-Тимирязевская линия;3;6;19.07.2018-06.09.2018
918;Тимирязевская, вход-выход 7 в вестибюль(пандус);37.5762194;55.8186625;Тимирязевская;Серпуховско-Тимирязевская линия;3;6;19.07.2018-06.09.2018
919;Марьина Роща, вход-выход 4 в южный вестибюль;37.6165035;55.793952;Марьина роща;Люблинско-Дмитровская линия;4;4;
920;Дубровка, входы-выходы 3 в вестибюль;37.6770785;55.7178862;Дубровка;Люблинско-Дмитровская линия;5;5;
925;Войковская, вход-выход 4 в южный вестибюль;37.4981752;55.8179301;Войковская;Замоскворецкая линия;5;5;
926;Воробьёвы горы, вход-выход 3 в южный вестибюль;37.5576425;55.7094701;Воробьёвы горы;Сокольническая линия;4;4;17.07.2018-05.09.2018
927;Лубянка, вход-выход в южный вестибюль (Детский мир);37.6246762;55.7598187;Лубянка;Сокольническая линия;5;5;
908;Новые Черёмушки, вход-выход в южный вестибюль;37.5534261;55.6694562;Новые Черёмушки;Калужско-Рижская линия;3;3;
922;Павелецкая, выход 2 из вестибюля Кольцевой линии;37.6358771;55.7316865;Павелецкая;Кольцевая линия;6;6;
910;Киевская, вход-выход 4 в вестибюль;37.567234;55.7443435;Киевская;Кольцевая линия;5;5;
909;Киевская,вход-выход 3 в вестибюль;37.5669578;55.7441049;Киевская;Кольцевая линия;5;5;
923;Комсомольская, вход 8 в вестибюль;37.6579115;55.7773725;Комсомольская;Кольцевая линия;8;8;
924;Комсомольская, вход 1 Сокольнической линии с Ярославского вокзала;37.6568976;55.7774812;Комсомольская;Сокольническая линия;8;8;18.07.2018-06.09.2018
921;Октябрьская, выход 2 из вестибюля Кольцевой линии;37.6109171;55.7294594;Октябрьская;Кольцевая линия;2;2;
928;Технопарк, вход-выход 1 в южный вестибюль;37.664749;55.692807;Технопарк;Замоскворецкая линия;17;17;
929;Технопарк, вход-выход 2 в южный вестибюль;37.664406;55.692804;Технопарк;Замоскворецкая линия;17;17;
930;Технопарк, вход-выход 1 в северный вестибюль;37.664604;55.693837;Технопарк;Замоскворецкая линия;17;17;
931;Технопарк, вход-выход 2 в северный вестибюль;37.664255;55.693825;Технопарк;Замоскворецкая линия;17;17;
932;Румянцево вход-выход в южный вестибюль;37.439908;55.632939;Румянцево;Сокольническая линия;6;6;
933;Румянцево вход-выход в северный вестибюль;37.443499;55.632964;Румянцево;Сокольническая линия;6;6;
934;Саларьево, выход в южный вестибюль;37.424220;55.621523;Саларьево;Сокольническая линия;10;10;
935;Саларьево, вход в северный вестибюль;37.424644;55.621835;Саларьево;Сокольническая линия;10;10;
936;Фонвизинская, вход-выход в первый вестибюль;37.589069;55.822019;Фонвизинская;Люблинско-Дмитровская линия;4;4;
938;Бутырская, вход-выход во второй вестибюль;37.600984;55.814306;Бутырская;Люблинско-Дмитровская линия;4;4;
940;Петровско-Разумовская, вход -выход в первый вестибюль;37.573883;55.833251;Петровско-Разумовская;Люблинско-Дмитровская линия;4;4;
941;Петровско-Разумовская, вход-выход в объединенный вестибюль;37.575981;55.836629;Петровско-Разумовская;Люблинско-Дмитровская линия;5;5;
942;Андроновка, вход-выход 1;37.736613;55.746438;Андроновка;Московское центральное кольцо;;2;
943;Андроновка, вход-выход 2;37.737601;55.746034;Андроновка;Московское центральное кольцо;;2;
946;Измайлово, вход-выход 1;37.74262;55.788422;Измайлово;Московское центральное кольцо;5;5;
947;Измайлово, вход-выход 2;37.743341;55.788392;Измайлово;Московское центральное кольцо;5;5;
948;Локомотив, вход-выход 1;37.745779;55.803199;Локомотив;Московское центральное кольцо;5;5;
949;Локомотив, вход-выход 2;37.745116;55.802735;Локомотив;Московское центральное кольцо;5;5;
950;Бульвар Рокоссовского, вход-выход;37.737522;55.81571;Бульвар Рокоссовского;Московское центральное кольцо;4;4;
951;Белокаменная, вход-выход 1;37.702533;55.829815;Белокаменная;Московское центральное кольцо;;2;
952;Белокаменная, вход-выход 2;37.701823;55.829128;Белокаменная;Московское центральное кольцо;;2;
953;Ростокино, вход-выход 1;37.668483;55.839289;Ростокино;Московское центральное кольцо;;4;
954;Ростокино, вход-выход 2;37.668365;55.839145;Ростокино;Московское центральное кольцо;;4;
957;Владыкино, вход-выход 1;37.590832;55.848215;Владыкино;Московское центральное кольцо;;5;
958;Владыкино, вход-выход 2;37.589783;55.846329;Владыкино;Московское центральное кольцо;;5;
959;Окружная, вход-выход 1;37.572741;55.848466;Окружная;Московское центральное кольцо;;4;
976;Верхние Котлы, вход-выход 2;37.618022;55.69013;Верхние Котлы;Московское центральное кольцо;;4;
977;ЗИЛ, вход-выход 1;37.648603;55.699421;ЗИЛ;Московское центральное кольцо;;3;
978;ЗИЛ, вход-выход 2;37.650607;55.698447;ЗИЛ;Московское центральное кольцо;;3;
979;Автозаводская, вход-выход 1;37.662899;55.705366;Автозаводская;Московское центральное кольцо;;2;
980;Автозаводская, вход-выход 2;37.660571;55.705993;Автозаводская;Московское центральное кольцо;;2;
981;Угрешская, вход-выход 1;37.695995;55.717481;Угрешская;Московское центральное кольцо;;2;
982;Угрешская, вход-выход 2;37.695652;55.717972;Угрешская;Московское центральное кольцо;;2;
983;Угрешская, вход-выход 3;37.694644;55.718487;Угрешская;Московское центральное кольцо;;2;
984;Новохохловская, вход-выход 1;37.717679;55.724616;Новохохловская;Московское центральное кольцо;2;2;
985;Новохохловская, вход-выход 2;37.71803;55.724243;Новохохловская;Московское центральное кольцо;2;2;
986;Нижегородская, вход-выход 1;37.727479;55.731057;Нижегородская;Московское центральное кольцо;;2;
991;Дубровка, вход-выход 1;37.676646;55.711591;Дубровка;Московское центральное кольцо;;3;
992;Дубровка, вход-выход 2;37.67685;55.712069;Дубровка;Московское центральное кольцо;;3;
993;Дубровка, вход-выход 3;37.675895;55.712972;Дубровка;Московское центральное кольцо;;3;
960;Окружная, вход-выход 2;37.572848;55.848789;Окружная;Московское центральное кольцо;;4;
961;Лихоборы, вход-выход 1;37.554116;55.846983;Лихоборы;Московское центральное кольцо;3;3;
962;Лихоборы, вход-выход 2;37.552485;55.848437;Лихоборы;Московское центральное кольцо;3;3;
963;Балтийская, вход-выход;37.493991;55.825623;Балтийская;Московское центральное кольцо;;4;
964;Стрешнево, вход-выход;37.488084;55.812839;Стрешнево;Московское центральное кольцо;2;2;
966;Шелепиха, вход-выход;37.525104;55.756268;Шелепиха;Московское центральное кольцо;2;2;
969;Кутузовская, вход-выход;37.534021;55.739566;Кутузовская;Московское центральное кольцо;5;5;
970;Лужники, вход-выход;37.560927;55.72088;Лужники;Московское центральное кольцо;4;4;
971;Площадь Гагарина, вход-выход 1;37.586713;55.706911;Площадь Гагарина;Московское центральное кольцо;9;9;
973;Крымская, вход-выход 1;37.606426;55.689973;Крымская;Московское центральное кольцо;;4;
974;Крымская, вход-выход 2;37.604996;55.690291;Крымская;Московское центральное кольцо;;4;
975;Верхние Котлы, вход-выход 1;37.618185;55.689873;Верхние Котлы;Московское центральное кольцо;;4;
944;Шоссе энтузиастов, вход-выход 1;37.748493;55.758882;Шоссе Энтузиастов;Московское центральное кольцо;5;5;
945;Шоссе энтузиастов, вход-выход 2;37.745428;55.758792;Шоссе Энтузиастов;Московское центральное кольцо;5;5;
955;Ботанический Сад, вход-выход 1;37.639839;55.845851;Ботанический сад;Московское центральное кольцо;;4;
956;Ботанический Сад, вход-выход 2;37.639882;55.845326;Ботанический сад;Московское центральное кольцо;;4;
965;Хорошёво, вход-выход;37.507364;55.776923;Хорошёво;Московское центральное кольцо;3;3;
967;Деловой центр, вход-выход 1;37.531653;55.747767;Деловой центр;Московское центральное кольцо;4;4;
968;Деловой центр, вход-выход 2;37.53307;55.747872;Деловой центр;Московское центральное кольцо;4;4;
972;Площадь Гагарина, вход-выход 2;37.586019;55.707035;Площадь Гагарина;Московское центральное кольцо;9;9;
987;Соколиная гора, вход-выход 1;37.747759;55.770326;Соколиная Гора;Московское центральное кольцо;2;2;
988;Соколиная гора, вход-выход 2;37.748201;55.770252;Соколиная Гора;Московское центральное кольцо;2;2;
989;Соколиная гора, вход-выход 3;37.746088;55.770137;Соколиная Гора;Московское центральное кольцо;2;2;
990;Соколиная гора, вход-выход 4;37.744606;55.769637;Соколиная Гора;Московское центральное кольцо;2;2;
994;Минская, вход-выход 1;37.498196;55.723940;Минская;Солнцевская линия;;6;
995;Минская, вход-выход 2;37.498096;55.724064;Минская;Солнцевская линия;;6;
996;Минская, вход-выход 3;37.496989;55.723725;Минская;Солнцевская линия;;6;
997;Минская, вход-выход 4;37.497131;55.723576;Минская;Солнцевская линия;;6;
1004;Раменки, вход-выход 1;37.497911;55.696806;Раменки;Солнцевская линия;;12;
1005;Раменки, вход-выход 2;37.497160;55.696361;Раменки;Солнцевская линия;;12;
1006;Раменки, вход-выход 3;37.496259;55.696873;Раменки;Солнцевская линия;;12;
1007;Раменки, вход-выход 4;37.496672;55.697100;Раменки;Солнцевская линия;;12;
1008;Раменки, вход-выход 5;37.499270;55.698485;Раменки;Солнцевская линия;;12;
1009;Раменки, вход-выход 6;37.499855;55.698797;Раменки;Солнцевская линия;;12;
998;Ломоносовский проспект, вход-выход 1;37.513423;55.705405;Ломоносовский проспект;Солнцевская линия;;9;
999;Ломоносовский проспект, вход-выход 2;37.512516;55.705757;Ломоносовский проспект;Солнцевская линия;;9;
1000;Ломоносовский проспект, вход-выход 3;37.514524;55.706777;Ломоносовский проспект;Солнцевская линия;;9;
1001;Ломоносовский проспект, вход-выход 4;37.518038;55.707613;Ломоносовский проспект;Солнцевская линия;;9;
1002;Ломоносовский проспект, вход-выход 5;37.517485;55.707365;Ломоносовский проспект;Солнцевская линия;;9;
1010;Парк победы, вход-выход;37.515447;55.737099;Парк Победы;Солнцевская линия;;3;
1011;Пушкинская, вход-выход 10 к «Известиям»;37.603969;55.766072;Пушкинская;Таганско-Краснопресненская линия;5;;
1021;Ховрино, вход-выход, вестибюль 1;37.482345;55.877286;Ховрино;Замоскворецкая линия;;5;
1022;Ховрино, вход-выход, вестибюль 2;37.481513;55.877510;Ховрино;Замоскворецкая линия;;6;
1023;Ховрино, вход-выход, вестибюль 3;37.480658;55.879294;Ховрино;Замоскворецкая линия;;6;
1024;Петровский парк, вход-выход 1, вестибюль 1;37.558781;55.792655;Петровский парк;Большая кольцевая линия;;3;
1025;Петровский парк, вход-выход 2, вестибюль 2;37.558330;55.792257;Петровский парк;Большая кольцевая линия;;3;
1026;Петровский парк, вход-выход 3, вестибюль 3;37.555893;55.790566;Петровский парк;Большая кольцевая линия;;3;
1027;ЦСКА, вход-выход, вестибюль 1;37.532015;55.785736;ЦСКА;Большая кольцевая линия;;3;
1028;ЦСКА, вход-выход, вестибюль 2;37.534268;55.787356;ЦСКА;Большая кольцевая линия;;3;
1029;Хорошёвская, вход-выход, вестибюль 1;37.516803;55.776915;Хорошёвская;Большая кольцевая линия;;3;
1030;Хорошёвская, вход-выход, вестибюль 2;37.521915;55.776995;Хорошёвская;Большая кольцевая линия;;3;
1031;Шелепиха, вход-выход, вестибюль 1;37.524410;55.755967;Шелепиха;Большая кольцевая линия;;4;
1032;Шелепиха, вход-выход, вестибюль 2;37.523230;55.757782;Шелепиха;Большая кольцевая линия;;4;
1033;Окружная, вход-выход 1, вестибюль 1;37.576419;55.844388;Окружная;Люблинско-Дмитровская линия;;4;
1034;Окружная, вход-выход 2, вестибюль 1;37.576221;55.844714;Окружная;Люблинско-Дмитровская линия;;4;
1035;Окружная, вход-выход 3, вестибюль 2;37.573724;55.847276;Окружная;Люблинско-Дмитровская линия;;4;
1037;Верхние Лихоборы, вход-выход 2, вестибюль 1;37.561126;55.854575;Верхние Лихоборы;Люблинско-Дмитровская линия;;4;
1038;Верхние Лихоборы, вход-выход 3, вестибюль 2;37.559627;55.857366;Верхние Лихоборы;Люблинско-Дмитровская линия;;4;
1039;Верхние Лихоборы, вход-выход 4, вестибюль 2;37.559982;55.857765;Верхние Лихоборы;Люблинско-Дмитровская линия;;4;
1040;Верхние Лихоборы, вход-выход 5, вестибюль 2;37.560620;55.857676;Верхние Лихоборы;Люблинско-Дмитровская линия;;4;
1041;Верхние Лихоборы, вход-выход 6, вестибюль 2;37.560684;55.857508;Верхние Лихоборы;Люблинско-Дмитровская линия;;4;
1042;Верхние Лихоборы, вход-выход 7, вестибюль 2;37.560928;55.857056;Верхние Лихоборы;Люблинско-Дмитровская линия;;4;
1043;Селигерская, вход-выход 1, вестибюль 1;37.548314;55.865397;Селигерская;Люблинско-Дмитровская линия;;8;
1044;Селигерская, вход-выход 2, вестибюль 1;37.548062;55.866015;Селигерская;Люблинско-Дмитровская линия;;8;
1045;Селигерская, вход-выход 3, вестибюль 1;37.546566;55.865490;Селигерская;Люблинско-Дмитровская линия;;8;
1046;Селигерская, вход-выход 4, вестибюль 1;37.545890;55.865189;Селигерская;Люблинско-Дмитровская линия;;8;
1047;Селигерская, вход-выход 5, вестибюль 1;37.546029;55.864590;Селигерская;Люблинско-Дмитровская линия;;8;
